LEVEL_01_CODE,LEVEL_01_NAME,LEVEL_02_CODE,LEVEL_02_NAME,LEVEL_03_CODE,LEVEL_03_NAME,LEVEL_04_CODE,LEVEL_04_NAME,LEVEL_05_CODE,LEVEL_05_NAME,LEVEL_06_CODE,LEVEL_06_NAME,Ghi chú phân loại phòng,Mã CRA,mã 6 số,Loa,Center,Note Phòng đổi tên
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,112100450159,PGD CHUC SON_CN HA DONG,PHONG GIAO DICH,159,450159,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,112100450160,PGD LE HONG PHONG_CN HA DONG,PHONG GIAO DICH,160,450160,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,112100450161,PGD VAN PHU_CN HA DONG,PHONG GIAO DICH,161,450161,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,114600450335,PHONG QUAN LY RUI RO_CN HA DONG,TTHTTT_PHONG QLRR,335,450335,14,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,115600450440,PGD KHACH HANG_CN HA DONG,TTHTTT_PHONG GDKH,440,450440,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,115600450446,PHONG QUAN TRI TIN DUNG_CN HA DONG,TTHTTT_PHONG QTTD,446,450446,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,115700450465,PHONG QUAN LY VA DICH VU KHO QUY_CN HA DONG,CHUNG,465,450465,15,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,116700450521,PHONG KE HOACH TAI CHINH_CN HA DONG,CHUNG,521,450521,16,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,117700450698,PHONG TO CHUC HANH CHINH_CN HA DONG,CHUNG,698,450698,17,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,119000450000,PHONG CHUNG_CN HA DONG,CHUNG,000,450000,19,000,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,450,CN HA DONG,120700450950,BAN GIAM DOC_CN HA DONG,CHUNG,950,450950,20,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,45199,PHONG MISSING_CN SON TAY,CHUNG,,,,,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,111100451021,PHONG KHACH HANG DOANH NGHIEP 1_CN SON TAY,PHONG KHDN,021,451021,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,111100451022,PHONG KHACH HANG DOANH NGHIEP 2_CN SON TAY,PHONG KHDN,022,451022,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,112100451121,PHONG KHACH HANG CA NHAN_CN SON TAY,PHONG KHCN,121,451121,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,112100451151,PGD NGUYEN THAI HOC_CN SON TAY,PHONG GIAO DICH,151,451151,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,112100451152,PGD TRUNG SON TRAM_CN SON TAY,PHONG GIAO DICH,152,451152,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,112100451154,PGD PHUC THO_CN SON TAY,PHONG GIAO DICH,154,451154,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,112100451155,PGD LE LOI_CN SON TAY,PHONG GIAO DICH,155,451155,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,112100451156,PGD BA VI_CN SON TAY,PHONG GIAO DICH,156,451156,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,112100451157,PGD XUAN KHANH_CN SON TAY,PHONG GIAO DICH,157,451157,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,114600451335,PHONG QUAN LY RUI RO_CN SON TAY,TTHTTT_PHONG QLRR,335,451335,14,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,115600451440,PGD KHACH HANG_CN SON TAY,TTHTTT_PHONG GDKH,440,451440,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,115600451446,PHONG QUAN TRI TIN DUNG_CN SON TAY,TTHTTT_PHONG QTTD,446,451446,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,117700451618,PHONG QUAN LY NOI BO_CN SON TAY,CHUNG,618,451618,17,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,119000451000,PHONG CHUNG_CN SON TAY,CHUNG,000,451000,19,000,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,451,CN SON TAY,120700451950,BAN GIAM DOC_CN SON TAY,CHUNG,950,451950,20,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,45299,PHONG MISSING_CN VAN PHUC HA NOI,CHUNG,,,,,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,111100452021,PHONG KHACH HANG DOANH NGHIEP 1_CN VAN PHUC HA NOI,PHONG KHDN,021,452021,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,111100452022,PHONG KHACH HANG DOANH NGHIEP 2_CN VAN PHUC HA NOI,PHONG KHDN,022,452022,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,112100452121,PHONG KHACH HANG CA NHAN_CN VAN PHUC HA NOI,PHONG KHCN,121,452121,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,112100452150,PGD THE MANOR_CN VAN PHUC HA NOI,PHONG GIAO DICH,150,452150,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,112100452151,PGD HOA LAC_CN VAN PHUC HA NOI,PHONG GIAO DICH,151,452151,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,112100452152,PGD LE DUC THO_CN VAN PHUC HA NOI,PHONG GIAO DICH,152,452152,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,112100452154,PGD THACH THAT_CN VAN PHUC HA NOI,PHONG GIAO DICH,154,452154,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,112100452156,PGD THANG LONG VICTORY_CN VAN PHUC HA NOI,PHONG GIAO DICH,156,452156,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,114600452335,PHONG QUAN LY RUI RO_CN VAN PHUC HA NOI,TTHTTT_PHONG QLRR,335,452335,14,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,115600452440,PGD KHACH HANG_CN VAN PHUC HA NOI,TTHTTT_PHONG GDKH,440,452440,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,115600452446,PHONG QUAN TRI TIN DUNG_CN VAN PHUC HA NOI,TTHTTT_PHONG QTTD,446,452446,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,115700452465,TO QUAN LY VA DICH VU KHO QUY_CN VAN PHUC HA NOI,CHUNG,465,452465,15,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,117700452618,PHONG QUAN LY NOI BO_CN VAN PHUC HA NOI,CHUNG,618,452618,17,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,119000452000,PHONG CHUNG_CN VAN PHUC HA NOI,CHUNG,000,452000,19,000,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,452,CN VAN PHUC HA NOI,120700452950,BAN GIAM DOC_CN VAN PHUC HA NOI,CHUNG,950,452950,20,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,11199,PHONG MISSING_CN TRUNG TAM SAI GON,CHUNG,,,,,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,111100111021,PHONG KHACH HANG DOANH NGHIEP_CN TRUNG TAM SAI GON,PHONG KHDN,021,111021,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,112100111121,PHONG KHACH HANG CA NHAN_CN TRUNG TAM SAI GON,PHONG KHCN,121,111121,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,112100111150,PGD TAM BINH_CN TRUNG TAM SAI GON,PHONG GIAO DICH,150,111150,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,112100111151,PGD TIEN PHONG_CN TRUNG TAM SAI GON,PHONG GIAO DICH,151,111151,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,114600111335,PHONG QUAN LY RUI RO_CN TRUNG TAM SAI GON,TTHTTT_PHONG QLRR,335,111335,14,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,115600111440,PGD KHACH HANG_CN TRUNG TAM SAI GON,TTHTTT_PHONG GDKH,440,111440,15,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,115600111446,PHONG QUAN TRI TIN DUNG_CN TRUNG TAM SAI GON,TTHTTT_PHONG QTTD,446,111446,15,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,117700111618,PHONG QUAN LY NOI BO_CN TRUNG TAM SAI GON,CHUNG,618,111618,17,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,119000111000,PHONG CHUNG_CN TRUNG TAM SAI GON,CHUNG,000,111000,19,000,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,111,CN TRUNG TAM SAI GON,120700111950,BAN GIAM DOC_CN TRUNG TAM SAI GON,CHUNG,950,111950,20,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,11799,PHONG MISSING_CN BINH DIEN SAI GON,CHUNG,,,,,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,111100117021,PHONG KHACH HANG DOANH NGHIEP_CN BINH DIEN SAI GON,PHONG KHDN,021,117021,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,112100117121,PHONG KHACH HANG CA NHAN_CN BINH DIEN SAI GON,PHONG KHCN,121,117121,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,112100117150,PGD LE HONG PHONG_CN BINH DIEN SAI GON,PHONG GIAO DICH,150,117150,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,112100117151,PGD HUNG PHU_CN BINH DIEN SAI GON,PHONG GIAO DICH,151,117151,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,114600117335,PHONG QUAN LY RUI RO_CN BINH DIEN SAI GON,TTHTTT_PHONG QLRR,335,117335,14,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,115600117440,PGD KHACH HANG_CN BINH DIEN SAI GON,TTHTTT_PHONG GDKH,440,117440,15,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,115600117446,PHONG QUAN TRI TIN DUNG_CN BINH DIEN SAI GON,TTHTTT_PHONG QTTD,446,117446,15,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,117700117618,PHONG QUAN LY NOI BO_CN BINH DIEN SAI GON,CHUNG,618,117618,17,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,119000117000,PHONG CHUNG_CN BINH DIEN SAI GON,CHUNG,000,117000,19,000,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,117,CN BINH DIEN SAI GON,120700117950,BAN GIAM DOC_CN BINH DIEN SAI GON,CHUNG,950,117950,20,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,11999,PHONG MISSING_CN NAM KY KHOI NGHIA,CHUNG,,,,,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,111100119021,PHONG KHACH HANG DOANH NGHIEP_CN NAM KY KHOI NGHIA,PHONG KHDN,021,119021,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,111100119027,PHONG DINH CHE TAI CHINH VA LUU KY CHUNG KHOAN_CN NAM KY KHOI NGHIA,PHONG KHDN,027,119027,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,112100119121,PHONG KHACH HANG CA NHAN_CN NAM KY KHOI NGHIA,PHONG KHCN,121,119121,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,112100119150,PGD DAN CHU_CN NAM KY KHOI NGHIA,PHONG GIAO DICH,150,119150,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,112100119151,PGD NGUYEN THIEN THUAT_CN NAM KY KHOI NGHIA,PHONG GIAO DICH,151,119151,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,112100119152,PGD NANCY_CN NAM KY KHOI NGHIA,PHONG GIAO DICH,152,119152,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,114600119335,PHONG QUAN LY RUI RO_CN NAM KY KHOI NGHIA,TTHTTT_PHONG QLRR,335,119335,14,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,115600119440,PGD KHACH HANG_CN NAM KY KHOI NGHIA,TTHTTT_PHONG GDKH,440,119440,15,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,115600119446,PHONG QUAN TRI TIN DUNG_CN NAM KY KHOI NGHIA,TTHTTT_PHONG QTTD,446,119446,15,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,115700119465,PHONG QUAN LY VA DICH VU KHO QUY_CN NAM KY KHOI NGHIA,CHUNG,465,119465,15,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,116700119521,PHONG KE HOACH TAI CHINH_CN NAM KY KHOI NGHIA,CHUNG,521,119521,16,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,117700119698,PHONG TO CHUC HANH CHINH_CN NAM KY KHOI NGHIA,CHUNG,698,119698,17,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,119000119000,PHONG CHUNG_CN NAM KY KHOI NGHIA,CHUNG,000,119000,19,000,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,119,CN NAM KY KHOI NGHIA,120700119950,BAN GIAM DOC_CN NAM KY KHOI NGHIA,CHUNG,950,119950,20,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,13099,PHONG MISSING_CN SGD2,CHUNG,,,,,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,111100130021,PHONG KHACH HANG DOANH NGHIEP 1_CN SGD2,PHONG KHDN,021,130021,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,111100130022,PHONG KHACH HANG DOANH NGHIEP 2_CN SGD2,PHONG KHDN,022,130022,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,111100130023,PHONG KHACH HANG DOANH NGHIEP 3_CN SGD2,PHONG KHDN,023,130023,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,111100130024,PHONG KHACH HANG DOANH NGHIEP 4_CN SGD2,PHONG KHDN,024,130024,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,111100130025,PHONG KHACH HANG DOANH NGHIEP FDI_CN SGD2,PHONG KHDN,025,130025,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,112100130121,PHONG KHACH HANG CA NHAN_CN SGD2,PHONG KHCN,121,130121,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,112100130122,PHONG KHACH HANG CA NHAN 2_CN SGD2,PHONG KHCN,122,130122,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,112100130123,PHONG KHACH HANG UU TIEN_CN SGD2,PHONG KHCN,123,130123,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,112100130150,PGD VO VAN TAN_CN SGD2,PHONG GIAO DICH,150,130150,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,112100130151,PGD BAN LE CHUAN TRAN QUOC THAO_CN SGD2,PHONG GIAO DICH,151,130151,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,112100130156,PGD NGUYEN DU_CN SGD2,PHONG GIAO DICH,156,130156,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,112100130157,PGD LE DUAN_CN SGD2,PHONG GIAO DICH,157,130157,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,114600130335,PHONG QUAN LY RUI RO_CN SGD2,TTHTTT_PHONG QLRR,335,130335,14,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,115600130440,PGD KHACH HANG_CN SGD2,TTHTTT_PHONG GDKH,440,130440,15,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,115600130446,PHONG QUAN TRI TIN DUNG_CN SGD2,TTHTTT_PHONG QTTD,446,130446,15,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,115700130465,PHONG QUAN LY VA DICH VU KHO QUY_CN SGD2,CHUNG,465,130465,15,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,116700130521,PHONG KE HOACH TAI CHINH_CN SGD2,CHUNG,521,130521,16,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,117700130698,PHONG TO CHUC HANH CHINH_CN SGD2,CHUNG,698,130698,17,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,119000130000,PHONG CHUNG_CN SGD2,CHUNG,000,130000,19,000,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,130,CN SGD2,120700130950,BAN GIAM DOC_CN SGD2,CHUNG,950,130950,20,700,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,132,CN NAM SAI GON,13299,PHONG MISSING_CN NAM SAI GON,CHUNG,,,,,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,132,CN NAM SAI GON,111100132021,PHONG KHACH HANG DOANH NGHIEP 1_CN NAM SAI GON,PHONG KHDN,021,132021,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,132,CN NAM SAI GON,111100132022,PHONG KHACH HANG DOANH NGHIEP 2_CN NAM SAI GON,PHONG KHDN,022,132022,11,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,132,CN NAM SAI GON,112100132121,PHONG KHACH HANG CA NHAN_CN NAM SAI GON,PHONG KHCN,121,132121,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,132,CN NAM SAI GON,112100132151,PGD DAI QUANG MINH_CN NAM SAI GON,PHONG GIAO DICH,151,132151,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,132,CN NAM SAI GON,112100132152,PGD KHANH HOI_CN NAM SAI GON,PHONG GIAO DICH,152,132152,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,132,CN NAM SAI GON,112100132155,PGD DAN SINH_CN NAM SAI GON,PHONG GIAO DICH,155,132155,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,132,CN NAM SAI GON,112100132156,PGD NGUYEN VAN LINH_CN NAM SAI GON,PHONG GIAO DICH,156,132156,12,100,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,132,CN NAM SAI GON,114600132335,PHONG QUAN LY RUI RO_CN NAM SAI GON,TTHTTT_PHONG QLRR,335,132335,14,600,
1,BIDV_REGION,52,DONG LUC PHIA NAM,12001,DLPN-KHU VUC TP HCM,1057,TP HCM,132,CN NAM SAI GON,115600132440,PGD KHACH HANG_CN NAM SAI GON,TTHTTT_PHONG GDKH,440,132440,15,600,
